set_index,jobs,machines,mode,objective,minmin_value,aco_value,improvement_percent,set_runtime_ms,minmin_makespan,aco_makespan,minmin_weighted_flow,aco_weighted_flow,minmin_weighted_tardiness,aco_weighted_tardiness,minmin_weighted_tardy_jobs,aco_weighted_tardy_jobs
78,100,6,static,makespan,441.0000000000,440.0000000000,0.226757,320.301,441,440,1278.5700000000,1292.1900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
79,100,6,static,makespan,498.0000000000,497.0000000000,0.200803,309.201,498,497,1520.0500000000,1647.7200000000,625.2200000000,690.4200000000,18.8700000000,19.6400000000
80,25,10,static,makespan,96.0000000000,90.0000000000,6.250000,39.770,96,90,107.9400000000,106.6200000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
81,25,10,static,makespan,96.0000000000,96.0000000000,0.000000,39.998,96,96,104.8300000000,104.8300000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
82,25,10,static,makespan,94.0000000000,74.0000000000,21.276596,39.679,94,74,151.0800000000,133.9200000000,50.2900000000,33.1300000000,6.8100000000,6.0600000000
83,25,10,static,makespan,102.0000000000,84.0000000000,17.647059,40.110,102,84,188.0700000000,206.2200000000,3.2400000000,0.0000000000,0.5400000000,0.0000000000
84,25,10,static,makespan,104.0000000000,88.0000000000,15.384615,39.609,104,88,176.9700000000,176.9700000000,71.9400000000,71.9400000000,3.6100000000,3.6100000000
85,25,10,static,makespan,96.0000000000,96.0000000000,0.000000,40.023,96,96,146.4000000000,146.4000000000,3.6000000000,3.6000000000,0.6000000000,0.6000000000
86,25,10,static,makespan,99.0000000000,87.0000000000,12.121212,40.129,99,87,226.8500000000,204.0400000000,12.9800000000,0.0000000000,1.5000000000,0.0000000000
87,25,10,static,makespan,100.0000000000,88.0000000000,12.000000,41.007,100,88,176.1800000000,225.3900000000,40.6300000000,85.4300000000,1.6800000000,3.5800000000
88,25,10,static,makespan,71.0000000000,71.0000000000,0.000000,41.181,71,71,114.4100000000,114.4100000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
89,25,10,static,makespan,91.0000000000,91.0000000000,0.000000,40.178,91,91,116.0800000000,116.0800000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
90,50,10,static,makespan,153.0000000000,153.0000000000,0.000000,132.128,153,153,323.6500000000,323.6500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
91,50,10,static,makespan,153.0000000000,153.0000000000,0.000000,130.666,153,153,358.3700000000,358.3700000000,44.7300000000,44.7300000000,5.9400000000,5.9400000000
92,50,10,static,makespan,146.0000000000,143.0000000000,2.054795,131.658,146,143,318.1300000000,323.0100000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
93,50,10,static,makespan,139.0000000000,134.0000000000,3.597122,132.230,139,134,338.8600000000,362.8400000000,61.8200000000,68.7000000000,3.7000000000,4.5600000000
94,50,10,static,makespan,137.0000000000,137.0000000000,0.000000,134.135,137,137,247.1400000000,247.1400000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
95,100,10,static,makespan,266.0000000000,264.0000000000,0.751880,479.752,266,264,595.4000000000,602.7700000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
96,100,10,static,makespan,272.0000000000,271.0000000000,0.367647,522.942,272,271,519.0700000000,514.8700000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
97,100,10,static,makespan,296.0000000000,272.0000000000,8.108108,476.795,296,272,593.2700000000,599.2700000000,23.6500000000,6.6000000000,0.5500000000,0.5500000000
98,100,10,static,makespan,279.0000000000,279.0000000000,0.000000,478.769,279,279,635.4800000000,635.4800000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
99,100,10,static,makespan,277.0000000000,277.0000000000,0.000000,477.260,277,277,734.1000000000,734.1000000000,66.6100000000,66.6100000000,7.6000000000,7.6000000000
100,25,10,static,makespan,87.0000000000,87.0000000000,0.000000,40.438,87,87,218.5800000000,218.5800000000,95.0200000000,95.0200000000,6.8400000000,6.8400000000
101,25,10,static,makespan,95.0000000000,87.0000000000,8.421053,40.264,95,87,123.5300000000,140.0200000000,7.4200000000,10.8300000000,0.4900000000,0.5800000000
102,25,10,static,makespan,72.0000000000,72.0000000000,0.000000,40.557,72,72,106.5000000000,106.5000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
103,25,10,static,makespan,96.0000000000,91.0000000000,5.208333,40.437,96,91,182.9500000000,196.2100000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
104,25,10,static,makespan,68.0000000000,68.0000000000,0.000000,40.422,68,68,112.4600000000,112.4600000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
105,25,10,static,makespan,77.0000000000,76.0000000000,1.298701,40.613,77,76,196.5800000000,258.8800000000,0.0000000000,0.5400000000,0.0000000000,0.5400000000
106,25,10,static,makespan,83.0000000000,79.0000000000,4.819277,40.544,83,79,114.6500000000,163.3100000000,0.0000000000,1.2300000000,0.0000000000,0.4100000000
107,25,10,static,makespan,83.0000000000,76.0000000000,8.433735,41.234,83,76,107.0900000000,125.4400000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
108,25,10,static,makespan,89.0000000000,89.0000000000,0.000000,40.600,89,89,176.1900000000,176.1900000000,65.8200000000,65.8200000000,6.2800000000,6.2800000000
109,25,10,static,makespan,74.0000000000,71.0000000000,4.054054,40.371,74,71,97.3900000000,95.5300000000,4.8000000000,4.8000000000,0.9300000000,0.9300000000
110,50,10,static,makespan,145.0000000000,138.0000000000,4.827586,131.440,145,138,275.0700000000,272.0400000000,0.3000000000,0.3000000000,0.0600000000,0.0600000000
111,50,10,static,makespan,181.0000000000,175.0000000000,3.314917,136.164,181,175,255.4700000000,269.2900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
112,50,10,static,makespan,143.0000000000,143.0000000000,0.000000,164.949,143,143,363.7100000000,363.7100000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
113,50,10,static,makespan,151.0000000000,147.0000000000,2.649007,134.474,151,147,235.9800000000,241.3300000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
114,50,10,static,makespan,139.0000000000,135.0000000000,2.877698,132.051,139,135,241.8600000000,252.3500000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
115,100,10,static,makespan,269.0000000000,269.0000000000,0.000000,477.702,269,269,632.8600000000,632.8600000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
116,100,10,static,makespan,266.0000000000,264.0000000000,0.751880,479.556,266,264,650.1000000000,641.0900000000,7.7000000000,7.7000000000,0.7000000000,0.7000000000
117,100,10,static,makespan,277.0000000000,261.0000000000,5.776173,478.255,277,261,659.7900000000,645.8500000000,36.4800000000,36.4800000000,3.3200000000,3.3200000000
118,100,10,static,makespan,272.0000000000,272.0000000000,0.000000,514.462,272,272,647.5900000000,647.5900000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
119,100,10,static,makespan,287.0000000000,285.0000000000,0.696864,500.019,287,285,581.4500000000,580.7700000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
